condition,model,scene_label,truth,run,yolo_type,yolo_meta,clip_label,clip_risk,clip_conf,detected_risk,risk_correct,quality_score,s1_scene,s2_proximity,s3_risk,s4_length,s5_pilot_action,word_count,latency_ms,input_tokens,output_tokens,cost_usd,reply,error
llm_only,gemini,wall_close,hazard,3,,,,,0.0,caution,0,4,1,1,0,1,1,35,1949.8,398,51,4.5e-05,"Description: The image is mostly white with a slight gradient, suggesting a very bright or overexposed scene. There are no discernible objects or features.
Proximity: N/A (no objects visible)
Risk: caution
Pilot suggested action: HOLD",
llm_only,claude,wall_close,hazard,4,,,,,0.0,hazard,1,5,1,1,1,1,1,62,3583.9,274,86,0.002112,"Description: The image shows a nearly featureless, light gray surface — likely a wall or ceiling very close to the camera lens, with minimal detail or depth visible.
Proximity: Extremely close — the drone appears to be within centimeters of a flat surface, possibly a wall or ceiling directly in front of or above the camera.
Risk: hazard
Pilot suggested action: STOP",
llm_only,gpt4o,wall_close,hazard,4,,,,,0.0,caution,0,4,1,1,0,1,1,34,2876.2,207,45,0.00171,"Description: The image appears to be very dark or possibly blocked, showing a mostly uniform dark surface.
Proximity: Unable to determine proximity due to lack of visible objects.
Risk: Caution
Pilot suggested action: HOLD",
llm_only,gpt4o_mini,wall_close,hazard,4,,,,,0.0,safe,0,4,1,1,0,1,1,24,2856.9,2974,39,0.000469,"Description: The image shows a blank, well-lit surface with no visible objects or features.  
Proximity: No objects detected.  
Risk: safe  
Pilot suggested action: PROCEED",
llm_only,gemini,wall_close,hazard,4,,,,,0.0,caution,0,4,1,1,0,1,1,37,1541.2,398,55,4.6e-05,"Description: The image is mostly white with a slight gradient, suggesting a very bright, possibly overexposed, or blank scene. There are no discernible objects or features.
Proximity: N/A (No objects visible)
Risk: caution
Pilot suggested action: HOLD",
llm_only,claude,wall_close,hazard,5,,,,,0.0,hazard,1,5,1,1,1,1,1,60,3479.7,274,87,0.002127,"Description: The image shows a nearly featureless, light gray/white surface — likely a blank wall or ceiling very close to the camera lens, with minimal detail or depth cues visible.
Proximity: Extremely close — the surface appears to fill the entire frame, suggesting the drone may be within centimeters of a wall or surface.
Risk: hazard
Pilot suggested action: STOP",
llm_only,gpt4o,wall_close,hazard,5,,,,,0.0,caution,0,4,1,1,0,1,1,34,2249.1,207,46,0.001725,"Description: The image appears to be very dark or possibly blocked, with no discernible objects or features visible.
Proximity: Unable to estimate due to lack of visible objects.
Risk: Caution
Pilot suggested action: HOLD",
llm_only,gpt4o_mini,wall_close,hazard,5,,,,,0.0,safe,0,4,1,1,0,1,1,27,1834.5,2974,42,0.000471,"Description: The image shows a blank, well-lit surface with no visible objects or features.  
Proximity: No objects or persons are visible.  
Risk: safe  
Pilot suggested action: PROCEED",
llm_only,gemini,wall_close,hazard,5,,,,,0.0,caution,0,4,1,1,0,1,1,35,3290.6,398,51,4.5e-05,"Description: The image is mostly white with a slight gradient, suggesting a very bright or overexposed scene. There are no discernible objects or features.
Proximity: N/A (no objects visible)
Risk: caution
Pilot suggested action: HOLD",
combined_enhanced,claude,wall_close,hazard,1,yolo-world,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",uncertain (a wall directly blocking and f),unknown,0.1174,hazard,1,5,1,1,1,1,1,87,5429.5,454,129,0.003297,"Description: The image shows a plain, featureless wall filling nearly the entire frame, appearing very close to the camera. The YOLO estimate of ~0.3m is plausible given how the wall dominates the entire field of view with no perspective depth visible, and the CLIP label of ""a wall directly blocking"" aligns well with the visual evidence.

Proximity: Extremely close — the wall occupies the full frame with no visible margins, suggesting the drone is within 0.5m or less of the surface.

Risk: hazard

Pilot suggested action: STOP",
combined_enhanced,gpt4o,wall_close,hazard,1,yolo-world,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",uncertain (a wall directly blocking and f),unknown,0.1174,hazard,1,5,1,1,1,1,1,56,2759.8,364,75,0.002945,"Description: The image shows a plain wall with no other discernible features. The YOLO detection suggests a wall is present, which aligns with the visual evidence. The CLIP scene label is uncertain but mentions a wall.
Proximity: The wall appears to be very close, likely less than 0.5 meters away.
Risk: hazard
Pilot suggested action: STOP",
combined_enhanced,gpt4o_mini,wall_close,hazard,1,yolo-world,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",uncertain (a wall directly blocking and f),unknown,0.1174,caution,0,4,1,1,0,1,1,74,2051.9,3131,101,0.00053,"Description: The image shows a plain wall with no visible obstacles or features. The YOLO detection indicates a wall at an estimated distance of 0.3m, but visually, it appears to be further away than that estimate. The CLIP label suggests uncertainty about the scene, which aligns with the lack of detail in the image. 

Proximity: The wall appears to be approximately 1-2 meters away based on visual assessment. 

Risk: caution  
Pilot suggested action: SLOW_DOWN",
combined_enhanced,gemini,wall_close,hazard,1,yolo-world,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",uncertain (a wall directly blocking and f),unknown,0.1174,hazard,1,5,1,1,1,1,1,54,1428.6,556,77,6.5e-05,"Description: The image shows a plain, light-colored wall filling the entire frame. YOLO detects a wall, and its estimated distance of 0.3m seems consistent with the visual evidence of the wall being very close and directly in front of the drone.
Proximity: Very close, likely within 0.5 meters.
Risk: hazard
Pilot suggested action: STOP",
combined_enhanced,claude,wall_close,hazard,2,yolo-world,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",uncertain (a wall directly blocking and f),unknown,0.1174,hazard,1,5,1,1,1,1,1,88,5227.7,454,128,0.003282,"Description: The image shows a plain, featureless wall filling nearly the entire frame, consistent with both the YOLO wall detection and the CLIP label suggesting a wall directly blocking the path. The YOLO estimated distance of ~0.3m appears plausible given how the wall dominates the entire field of view with no visible depth cues or surrounding context.

Proximity: Very close — the wall occupies the full frame with no perspective gaps, suggesting the drone is within 0.5m or less of the surface.

Risk: hazard

Pilot suggested action: STOP",
combined_enhanced,gpt4o,wall_close,hazard,2,yolo-world,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",uncertain (a wall directly blocking and f),unknown,0.1174,hazard,1,5,1,1,1,1,1,48,2290.4,364,65,0.002795,"Description: The image shows a plain wall with no other discernible features or objects. The YOLO detection suggests a wall is present, which aligns with the visual evidence.
Proximity: The wall appears to be very close, likely less than 0.5 meters away.
Risk: hazard
Pilot suggested action: STOP",
combined_enhanced,gpt4o_mini,wall_close,hazard,2,yolo-world,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",uncertain (a wall directly blocking and f),unknown,0.1174,caution,0,4,1,1,0,1,1,78,2109.2,3131,101,0.00053,"Description: The image shows a plain wall with no visible obstacles or features. The YOLO detection indicates a wall with an estimated distance of approximately 0.3m, but visually, the wall appears to be further away than that estimate. The CLIP label suggests uncertainty about the scene, which aligns with the lack of additional context in the image.

Proximity: The wall appears to be at least 1 meter away based on visual assessment.

Risk: caution

Pilot suggested action: SLOW_DOWN",
combined_enhanced,gemini,wall_close,hazard,2,yolo-world,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",uncertain (a wall directly blocking and f),unknown,0.1174,hazard,1,5,1,1,1,1,1,54,3591.8,556,77,6.5e-05,"Description: The image shows a plain, light-colored wall filling the entire frame. YOLO detects a wall, and its estimated distance of 0.3m seems consistent with the visual evidence of the wall being very close and directly in front of the drone.
Proximity: Very close, likely within 0.5 meters.
Risk: hazard
Pilot suggested action: STOP",
combined_enhanced,claude,wall_close,hazard,3,yolo-world,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",uncertain (a wall directly blocking and f),unknown,0.1174,hazard,1,5,1,1,1,1,1,90,5731.4,454,135,0.003387,"Description: The image shows a plain, featureless wall filling nearly the entire frame, appearing very close to the camera. The YOLO estimate of ~0.3m is plausible given how the wall dominates the entire field of view with no perspective depth visible; the CLIP label ""a wall directly blocking"" aligns well with what is seen.

Proximity: Extremely close — the wall occupies the full frame with no visible edges or depth cues, suggesting the drone is within centimeters to perhaps 0.5m of the wall surface.

Risk: hazard

Pilot suggested action: STOP",
combined_enhanced,gpt4o,wall_close,hazard,3,yolo-world,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",uncertain (a wall directly blocking and f),unknown,0.1174,hazard,1,5,1,1,1,1,1,40,2351.7,364,57,0.002675,"Description: The image shows a plain wall with no other discernible features or objects. The YOLO detection suggests a wall is present, which aligns with the visual evidence.
Proximity: Very close, approximately 0.3 meters.
Risk: Hazard
Pilot suggested action: STOP",
combined_enhanced,gpt4o_mini,wall_close,hazard,3,yolo-world,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",uncertain (a wall directly blocking and f),unknown,0.1174,caution,0,4,1,1,0,1,1,78,2662.5,3131,102,0.000531,"Description: The image shows a plain wall with no visible obstacles or features. The YOLO detection indicates a wall with an estimated distance of approximately 0.3m, but this seems inconsistent as the wall appears to be further away based on visual assessment. The CLIP label suggests uncertainty about the scene, indicating a wall directly blocking the view.

Proximity: The wall appears to be at least 1-2 meters away based on visual assessment.

Risk: caution

Pilot suggested action: SLOW_DOWN",
combined_enhanced,gemini,wall_close,hazard,3,yolo-world,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",uncertain (a wall directly blocking and f),unknown,0.1174,hazard,1,5,1,1,1,1,1,46,1932.7,556,67,6.2e-05,"Description: The image shows a light-colored, featureless wall directly in front of the drone, filling the entire frame. YOLO detects a wall, and the CLIP label suggests a wall directly blocking the path.
Proximity: Very close, likely within 0.5 meters.
Risk: hazard
Pilot suggested action: STOP",
combined_enhanced,claude,wall_close,hazard,4,yolo-world,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",uncertain (a wall directly blocking and f),unknown,0.1174,hazard,1,5,1,1,1,1,1,100,5037.6,454,143,0.003507,"Description: The image shows a plain, featureless wall filling nearly the entire frame, consistent with both the YOLO wall detection and the CLIP label suggesting a wall directly blocking the view. The wall appears very close and occupies the full field of view, though the YOLO estimated distance of ~0.3m is a heuristic — visually the wall does appear to be at very close range given how it dominates the entire frame.

Proximity: Very close — the wall fills essentially the entire frame, suggesting the drone is within 0.5–1m of the surface at most.

Risk: hazard

Pilot suggested action: STOP",
combined_enhanced,gpt4o,wall_close,hazard,4,yolo-world,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",uncertain (a wall directly blocking and f),unknown,0.1174,hazard,1,5,1,1,1,1,1,56,3170.0,364,75,0.002945,"Description: The image shows a plain wall with no other discernible features. The YOLO detection suggests a wall is present, which aligns with the visual evidence. The CLIP scene label is uncertain but mentions a wall.
Proximity: The wall appears to be very close, likely less than 0.5 meters away.
Risk: hazard
Pilot suggested action: STOP",
combined_enhanced,gpt4o_mini,wall_close,hazard,4,yolo-world,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",uncertain (a wall directly blocking and f),unknown,0.1174,caution,0,4,1,1,0,1,1,78,2253.8,3131,102,0.000531,"Description: The image shows a plain wall with no visible obstacles or features. The YOLO detection indicates a wall with an estimated distance of approximately 0.3m, but this seems inconsistent as the wall appears to be further away based on visual assessment. The CLIP label suggests uncertainty about the scene, indicating a wall directly blocking the view.

Proximity: The wall appears to be at least 1-2 meters away based on visual assessment.

Risk: caution

Pilot suggested action: SLOW_DOWN",
combined_enhanced,gemini,wall_close,hazard,4,yolo-world,"YOLO detections: wall (conf=0.49, est_dist~0.3m [advisory], bbox=[0.4,0.1,319.8,239.6])",uncertain (a wall directly blocking and f),unknown,0.1174,hazard,1,5,1,1,1,1,1,54,1643.0,556,77,6.5e-05,"Description: The image shows a plain, light-colored wall filling the entire frame. YOLO detects a wall, and its estimated distance of 0.3m seems consistent with the visual evidence of the wall being very close and directly in front of the drone.
Proximity: Very close, likely within 0.5 meters.
Risk: hazard
Pilot suggested action: STOP",
